Ano,Mês,País Importado,Produto,UF Importadora,Via,FOB (US$)
2020,2,Índia,Borracha e suas obras,Santa Catarina,AEREA,"7.576,00"
2020,1,Romênia,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"7.566,00"
2020,7,Eslováquia,Borracha e suas obras,Santa Catarina,MARITIMA,"7.563,00"
2020,4,Estados Unidos,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"7.562,00"
2020,7,Taiwan (Formosa),Borracha e suas obras,Santa Catarina,AEREA,"7.554,00"
2020,8,Vietnã,Borracha e suas obras,Paraná,AEREA,"7.550,00"
2020,2,Taiwan (Formosa),Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"7.550,00"
2020,9,Índia,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,AEREA,"7.545,00"
2020,3,Índia,Tecidos de malha,Paraná,MARITIMA,"7.545,00"
2020,4,Espanha,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"7.541,00"
2020,4,Coreia do Sul,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,AEREA,"7.536,00"
2020,8,Hong Kong,Instrumentos musicais; suas partes e acessórios,Paraná,MARITIMA,"7.535,00"
2020,12,China,Artigos de relojoaria,Rio Grande do Sul,MARITIMA,"7.532,00"
2020,2,Países Baixos (Holanda),Produtos diversos das indústrias químicas,Paraná,MARITIMA,"7.530,00"
2020,11,Alemanha,Vidro e suas obras,Paraná,AEREA,"7.530,00"
2020,11,México,Filamentos sintéticos ou artificiais,Rio Grande do Sul,MARITIMA,"7.529,00"
2020,3,Vietnã,Borracha e suas obras,Paraná,AEREA,"7.523,00"
2020,12,Reino Unido,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Rio Grande do Sul,AEREA,"7.523,00"
2020,3,Paquistão,Instrumentos musicais; suas partes e acessórios,Paraná,MARITIMA,"7.523,00"
2020,8,México,Plásticos e suas obras,Santa Catarina,AEREA,"7.516,00"
2020,8,Hong Kong,Obras de espartaria ou de cestaria,Santa Catarina,MARITIMA,"7.509,00"
2020,7,Coreia do Sul,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Rio Grande do Sul,MARITIMA,"7.504,00"
2020,3,San Marino,Plásticos e suas obras,Santa Catarina,MARITIMA,"7.502,00"
2020,2,Paraguai,Borracha e suas obras,Santa Catarina,RODOVIARIA,"7.500,00"
2020,4,Estados Unidos,Instrumentos musicais; suas partes e acessórios,Rio Grande do Sul,AEREA,"7.498,00"
2020,7,Reino Unido,Obras diversas de metais comuns,Santa Catarina,AEREA,"7.498,00"
2020,9,Suíça,Plásticos e suas obras,Paraná,AEREA,"7.496,00"
2020,3,Itália,Produtos diversos das indústrias químicas,Rio Grande do Sul,AEREA,"7.493,00"
2020,7,Suíça,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.482,00"
2020,9,Portugal,Tecidos de malha,Paraná,MARITIMA,"7.482,00"
2020,6,Suécia,Cobre e suas obras,Paraná,MARITIMA,"7.481,00"
2020,6,Polônia,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Rio Grande do Sul,AEREA,"7.480,00"
2020,1,Estados Unidos,Instrumentos musicais; suas partes e acessórios,Santa Catarina,AEREA,"7.475,00"
2020,1,Espanha,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.474,00"
2020,10,Espanha,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,AEREA,"7.473,00"
2020,1,Indonésia,Filamentos sintéticos ou artificiais,Paraná,MARITIMA,"7.473,00"
2020,2,Áustria,Cobre e suas obras,Santa Catarina,MARITIMA,"7.472,00"
2020,5,Itália,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,AEREA,"7.471,00"
2020,12,Chile,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.466,00"
2020,5,Eslovênia,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"7.465,00"
2020,11,Paraguai,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.464,00"
2020,4,Paraguai,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.464,00"
2020,11,Suécia,Borracha e suas obras,Santa Catarina,MARITIMA,"7.464,00"
2020,7,Paraguai,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.464,00"
2020,4,Malásia,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"7.461,00"
2020,11,Áustria,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"7.455,00"
2020,7,Taiwan (Formosa),Borracha e suas obras,Rio Grande do Sul,AEREA,"7.449,00"
2020,6,Suíça,Borracha e suas obras,Santa Catarina,AEREA,"7.449,00"
2020,2,Índia,Plantas vivas e produtos de floricultura,Santa Catarina,MARITIMA,"7.447,00"
2020,7,China,Vidro e suas obras,Rio Grande do Sul,AEREA,"7.446,00"
2020,5,Portugal,Cacau e suas preparações,Rio Grande do Sul,MARITIMA,"7.444,00"
2020,3,Finlândia,Cobre e suas obras,Santa Catarina,AEREA,"7.443,00"
2020,12,Turquia,Alumínio e suas obras,Santa Catarina,MARITIMA,"7.442,00"
2020,8,Romênia,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"7.442,00"
2020,3,Suécia,Alumínio e suas obras,Rio Grande do Sul,AEREA,"7.440,00"
2020,11,Taiwan (Formosa),Obras diversas de metais comuns,Paraná,MARITIMA,"7.437,00"
2020,5,França,Obras diversas,Santa Catarina,AEREA,"7.434,00"
2020,5,Estados Unidos,Tecidos de malha,Santa Catarina,MARITIMA,"7.433,00"
2020,4,Argentina,Obras diversas de metais comuns,Paraná,RODOVIARIA,"7.432,00"
2020,11,Taiwan (Formosa),Instrumentos musicais; suas partes e acessórios,Santa Catarina,AEREA,"7.430,00"
2020,3,Itália,Filamentos sintéticos ou artificiais,Rio Grande do Sul,AEREA,"7.428,00"
2020,7,Estados Unidos,Obras diversas,Paraná,AEREA,"7.427,00"
2020,7,Japão,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.425,00"
2020,7,Paraguai,Alumínio e suas obras,Santa Catarina,RODOVIARIA,"7.425,00"
2020,5,Suécia,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"7.418,00"
2020,2,Canadá,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"7.417,00"
2020,1,França,Produtos cerâmicos,Santa Catarina,MARITIMA,"7.412,00"
2020,9,Brasil,Borracha e suas obras,Paraná,MARITIMA,"7.411,00"
2020,11,China,Frutas; cascas de frutos cítricos e de melões,Santa Catarina,MARITIMA,"7.404,00"
2020,7,Alemanha,Cobre e suas obras,Paraná,AEREA,"7.402,00"
2020,8,Argentina,Cortiça e suas obras,Santa Catarina,RODOVIARIA,"7.401,00"
2020,8,Índia,Plásticos e suas obras,Paraná,AEREA,"7.393,00"
2020,9,Japão,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,AEREA,"7.388,00"
2020,5,Canadá,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"7.386,00"
2020,6,Itália,Alumínio e suas obras,Santa Catarina,AEREA,"7.384,00"
2020,8,Suécia,Cobre e suas obras,Paraná,MARITIMA,"7.382,00"
2020,9,Coreia do Sul,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.381,00"
2020,4,Eslováquia,Borracha e suas obras,Santa Catarina,AEREA,"7.380,00"
2020,3,Argentina,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Rio Grande do Sul,AEREA,"7.375,00"
2020,9,Eslovênia,Plásticos e suas obras,Paraná,MARITIMA,"7.370,00"
2020,2,Itália,Açúcares e produtos de confeitaria,Paraná,MARITIMA,"7.369,00"
2020,3,Rússia,Alumínio e suas obras,Paraná,MARITIMA,"7.369,00"
2020,5,Suécia,Cobre e suas obras,Rio Grande do Sul,AEREA,"7.363,00"
2020,4,Argentina,Cacau e suas preparações,Santa Catarina,RODOVIARIA,"7.362,00"
2020,1,Países Baixos (Holanda),Produtos diversos das indústrias químicas,Paraná,AEREA,"7.359,00"
2020,3,China,Embarcações e estruturas flutuantes,Rio Grande do Sul,MARITIMA,"7.357,00"
2020,6,Alemanha,Obras diversas,Paraná,AEREA,"7.357,00"
2020,11,Áustria,Obras diversas de metais comuns,Rio Grande do Sul,AEREA,"7.356,00"
2020,1,Coreia do Sul,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Rio Grande do Sul,MARITIMA,"7.355,00"
2020,5,Estados Unidos,Cobre e suas obras,Paraná,MARITIMA,"7.353,00"
2020,1,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"7.350,00"
2020,12,Porto Rico,Plásticos e suas obras,Paraná,AEREA,"7.344,00"
2020,3,Suécia,Plásticos e suas obras,Santa Catarina,AEREA,"7.341,00"
2020,5,Filipinas,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"7.338,00"
2020,3,França,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,AEREA,"7.338,00"
2020,9,Reino Unido,Cobre e suas obras,Santa Catarina,AEREA,"7.335,00"
2020,2,Filipinas,Plásticos e suas obras,Paraná,MARITIMA,"7.332,00"
2020,4,Eslováquia,Alumínio e suas obras,Santa Catarina,MARITIMA,"7.332,00"
2020,3,Estados Unidos,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"7.330,00"
2020,11,Itália,Obras diversas,Rio Grande do Sul,AEREA,"7.327,00"
2020,5,Rússia,Alumínio e suas obras,Paraná,MARITIMA,"7.323,00"
2020,11,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,AEREA,"7.320,00"
2020,7,Uruguai,Produtos diversos das indústrias químicas,Rio Grande do Sul,RODOVIARIA,"7.320,00"
2020,8,Alemanha,Borracha e suas obras,Santa Catarina,RODOVIARIA,"7.318,00"
2020,7,China,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,AEREA,"7.313,00"
2020,3,Alemanha,Cobre e suas obras,Paraná,AEREA,"7.312,00"
2020,5,Japão,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"7.308,00"
2020,11,Turquia,Borracha e suas obras,Paraná,AEREA,"7.307,00"
2020,4,Itália,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"7.304,00"
2020,7,China,Obras diversas,Santa Catarina,AEREA,"7.301,00"
2020,5,Países Baixos (Holanda),Borracha e suas obras,Rio Grande do Sul,AEREA,"7.298,00"
2020,5,Eslováquia,Borracha e suas obras,Santa Catarina,AEREA,"7.296,00"
2020,12,Estados Unidos,Produtos químicos orgânicos,Paraná,AEREA,"7.296,00"
2020,3,China,Tecidos de malha,Santa Catarina,AEREA,"7.296,00"
2020,8,Espanha,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,MARITIMA,"7.292,00"
2020,12,Estados Unidos,Filamentos sintéticos ou artificiais,Paraná,AEREA,"7.291,00"
2020,1,Marrocos,Borracha e suas obras,Paraná,MARITIMA,"7.291,00"
2020,3,Canadá,Borracha e suas obras,Santa Catarina,MARITIMA,"7.288,00"
2020,11,Coreia do Sul,Plásticos e suas obras,Paraná,AEREA,"7.288,00"
2020,3,Dinamarca,Plásticos e suas obras,Santa Catarina,MARITIMA,"7.288,00"
2020,2,Itália,Obras diversas de metais comuns,Paraná,AEREA,"7.287,00"
2020,11,Suíça,Produtos diversos das indústrias químicas,Rio Grande do Sul,AEREA,"7.286,00"
2020,9,Filipinas,Plásticos e suas obras,Santa Catarina,AEREA,"7.281,00"
2020,10,Noruega,Plásticos e suas obras,Paraná,AEREA,"7.279,00"
2020,12,Israel,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.276,00"
2020,11,Polônia,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"7.275,00"
2020,9,Estados Unidos,Cobre e suas obras,Paraná,MARITIMA,"7.272,00"
2020,2,França,Vidro e suas obras,Paraná,AEREA,"7.267,00"
2020,2,Tailândia,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"7.260,00"
2020,4,Canadá,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"7.245,00"
2020,7,Lituânia,Plásticos e suas obras,Santa Catarina,MARITIMA,"7.241,00"
2020,5,Espanha,Cobre e suas obras,Paraná,AEREA,"7.241,00"
2020,1,Coreia do Sul,Produtos diversos das indústrias químicas,Rio Grande do Sul,AEREA,"7.236,00"
2020,3,Suécia,Borracha e suas obras,Santa Catarina,MARITIMA,"7.235,00"
2020,4,Japão,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,MARITIMA,"7.233,00"
2020,11,Hong Kong,Filamentos sintéticos ou artificiais,Rio Grande do Sul,MARITIMA,"7.232,00"
2020,9,Japão,Obras diversas,Santa Catarina,AEREA,"7.230,00"
2020,1,Itália,Obras diversas,Paraná,MARITIMA,"7.229,00"
2020,4,Argentina,Outros metais comuns; ceramais (cermets); obras dessas matérias,Paraná,AEREA,"7.227,00"
2020,11,Finlândia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"7.226,00"
2020,5,Taiwan (Formosa),Plásticos e suas obras,Paraná,AEREA,"7.226,00"
2020,11,México,Produtos cerâmicos,Santa Catarina,MARITIMA,"7.225,00"
2020,1,Hong Kong,Obras de espartaria ou de cestaria,Santa Catarina,MARITIMA,"7.220,00"
2020,11,Espanha,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.218,00"
2020,4,Alemanha,Cobre e suas obras,Paraná,AEREA,"7.208,00"
2020,9,Espanha,Vidro e suas obras,Paraná,MARITIMA,"7.204,00"
2020,3,China,Produtos farmacêuticos,Rio Grande do Sul,AEREA,"7.200,00"
2020,6,Espanha,Vidro e suas obras,Rio Grande do Sul,MARITIMA,"7.200,00"
2020,8,Finlândia,Plásticos e suas obras,Paraná,AEREA,"7.198,00"
2020,11,Singapura,Vidro e suas obras,Santa Catarina,MARITIMA,"7.197,00"
2020,5,Suécia,Produtos cerâmicos,Paraná,MARITIMA,"7.197,00"
2020,12,Estônia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,MARITIMA,"7.197,00"
2020,12,Mianmar,Obras de espartaria ou de cestaria,Santa Catarina,MARITIMA,"7.192,00"
2020,2,Taiwan (Formosa),Plásticos e suas obras,Santa Catarina,AEREA,"7.189,00"
2020,2,Países Baixos (Holanda),Cacau e suas preparações,Rio Grande do Sul,MARITIMA,"7.189,00"
2020,2,Canadá,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,Santa Catarina,MARITIMA,"7.189,00"
2020,11,Argentina,Vidro e suas obras,Paraná,MARITIMA,"7.183,00"
2020,3,França,Preparações alimentícias diversas,Paraná,MARITIMA,"7.182,00"
2020,3,Dinamarca,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.180,00"
2020,4,Estados Unidos,Vidro e suas obras,Santa Catarina,AEREA,"7.177,00"
2020,9,Eslováquia,Obras diversas de metais comuns,Rio Grande do Sul,MARITIMA,"7.174,00"
2020,3,Portugal,Cortiça e suas obras,Rio Grande do Sul,AEREA,"7.174,00"
2020,1,Romênia,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"7.172,00"
2020,10,Finlândia,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"7.167,00"
2020,9,Suécia,Produtos cerâmicos,Paraná,MARITIMA,"7.165,00"
2020,6,Suécia,Plásticos e suas obras,Santa Catarina,AEREA,"7.162,00"
2020,12,França,Plásticos e suas obras,Rio Grande do Sul,AEREA,"7.157,00"
2020,6,Itália,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"7.155,00"
2020,8,China,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Rio Grande do Sul,MARITIMA,"7.153,00"
2020,7,China,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Santa Catarina,MARITIMA,"7.148,00"
2020,5,Indonésia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"7.144,00"
2020,3,Gana,Cacau e suas preparações,Santa Catarina,MARITIMA,"7.140,00"
2020,10,Países Baixos (Holanda),Plásticos e suas obras,Rio Grande do Sul,RODOVIARIA,"7.139,00"
2020,6,Espanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,AEREA,"7.136,00"
2020,11,Coreia do Sul,Alumínio e suas obras,Paraná,AEREA,"7.135,00"
2020,6,Reino Unido,Alumínio e suas obras,Paraná,MARITIMA,"7.134,00"
2020,12,Dinamarca,Borracha e suas obras,Paraná,MARITIMA,"7.134,00"
2020,3,Turquia,Cobre e suas obras,Santa Catarina,AEREA,"7.134,00"
2020,4,França,Cacau e suas preparações,Rio Grande do Sul,MARITIMA,"7.134,00"
2020,12,Japão,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"7.128,00"
2020,9,França,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,MARITIMA,"7.124,00"
2020,12,Alemanha,Plásticos e suas obras,Santa Catarina,RODOVIARIA,"7.123,00"
2020,12,Hong Kong,Embarcações e estruturas flutuantes,Santa Catarina,MARITIMA,"7.120,00"
2020,8,Bélgica,Borracha e suas obras,Santa Catarina,AEREA,"7.119,00"
2020,12,Brasil,Cobre e suas obras,Paraná,RODOVIARIA,"7.117,00"
2020,1,Taiwan (Formosa),Instrumentos musicais; suas partes e acessórios,Santa Catarina,MARITIMA,"7.115,00"
2020,12,Taiwan (Formosa),Borracha e suas obras,Santa Catarina,AEREA,"7.113,00"
2020,11,Reino Unido,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,AEREA,"7.103,00"
2020,3,Canadá,Borracha e suas obras,Paraná,AEREA,"7.102,00"
2020,3,Dinamarca,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"7.101,00"
2020,12,Argentina,Produtos químicos orgânicos,Santa Catarina,AEREA,"7.100,00"
2020,2,Canadá,Produtos diversos das indústrias químicas,Rio Grande do Sul,AEREA,"7.098,00"
2020,10,Áustria,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"7.093,00"
2020,1,Itália,Obras diversas de metais comuns,Santa Catarina,AEREA,"7.093,00"
2020,3,Estados Unidos,Vidro e suas obras,Santa Catarina,AEREA,"7.093,00"
2020,2,Hong Kong,Filamentos sintéticos ou artificiais,Santa Catarina,AEREA,"7.091,00"
2020,12,Suíça,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Rio Grande do Sul,MARITIMA,"7.090,00"
2020,8,Alemanha,Obras diversas,Rio Grande do Sul,AEREA,"7.089,00"
2020,7,Romênia,Plásticos e suas obras,Santa Catarina,AEREA,"7.085,00"
2020,1,Tailândia,Borracha e suas obras,Rio Grande do Sul,AEREA,"7.083,00"
2020,2,Eslovênia,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"7.080,00"
2020,2,Gana,Cacau e suas preparações,Santa Catarina,MARITIMA,"7.075,00"
2020,3,Japão,Vidro e suas obras,Paraná,MARITIMA,"7.074,00"
2020,3,China,Outros metais comuns; ceramais (cermets); obras dessas matérias,Paraná,AEREA,"7.073,00"
2020,12,Turquia,Obras diversas,Santa Catarina,MARITIMA,"7.068,00"
2020,4,Alemanha,Vidro e suas obras,Santa Catarina,AEREA,"7.063,00"
2020,8,Bósnia-Herzegovina,Plásticos e suas obras,Santa Catarina,MARITIMA,"7.053,00"
2020,3,Itália,Obras diversas,Rio Grande do Sul,AEREA,"7.051,00"
2020,6,Malásia,Produtos químicos orgânicos,Paraná,AEREA,"7.050,00"
2020,4,Malásia,Produtos químicos orgânicos,Paraná,AEREA,"7.050,00"
2020,9,Malásia,Produtos químicos orgânicos,Paraná,AEREA,"7.050,00"
2020,6,França,Alumínio e suas obras,Santa Catarina,MARITIMA,"7.046,00"
2020,10,Suécia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"7.046,00"
2020,4,Reino Unido,Cobre e suas obras,Santa Catarina,AEREA,"7.043,00"
2020,1,Turquia,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"7.042,00"
2020,3,França,Cortiça e suas obras,Rio Grande do Sul,RODOVIARIA,"7.037,00"
2020,4,Índia,Produtos cerâmicos,Paraná,MARITIMA,"7.036,00"
2020,11,Turquia,Plásticos e suas obras,Paraná,AEREA,"7.030,00"
2020,10,Chile,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,RODOVIARIA,"7.030,00"
2020,1,Canadá,Plásticos e suas obras,Santa Catarina,AEREA,"7.028,00"
2020,4,Hong Kong,Filamentos sintéticos ou artificiais,Santa Catarina,AEREA,"7.028,00"
2020,1,Índia,Obras diversas de metais comuns,Santa Catarina,AEREA,"7.027,00"
2020,5,Islândia,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"7.016,00"
2020,8,Espanha,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,AEREA,"7.015,00"
2020,10,Turquia,Alumínio e suas obras,Santa Catarina,MARITIMA,"7.013,00"
2020,7,Alemanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,AEREA,"7.009,00"
2020,9,Japão,Produtos químicos orgânicos,Santa Catarina,AEREA,"7.007,00"
2020,7,Suíça,Produtos diversos das indústrias químicas,Paraná,AEREA,"7.005,00"
2020,12,Finlândia,Obras diversas,Paraná,AEREA,"7.005,00"
2020,4,Suíça,Produtos farmacêuticos,Rio Grande do Sul,AEREA,"7.003,00"
2020,2,Colômbia,Vidro e suas obras,Rio Grande do Sul,AEREA,"7.000,00"
2020,8,Argentina,Cobre e suas obras,Rio Grande do Sul,RODOVIARIA,"7.000,00"
2020,7,Estados Unidos,Animais vivos,Rio Grande do Sul,AEREA,"7.000,00"
2020,10,Bélgica,Plásticos e suas obras,Rio Grande do Sul,AEREA,"6.980,00"
2020,5,Austrália,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"6.978,00"
2020,7,Paraguai,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,RODOVIARIA,"6.969,00"
2020,8,Brasil,Borracha e suas obras,Paraná,MARITIMA,"6.967,00"
2020,4,México,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,AEREA,"6.962,00"
2020,8,Estônia,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"6.960,00"
2020,7,Estados Unidos,Cobre e suas obras,Rio Grande do Sul,MARITIMA,"6.957,00"
2020,8,Japão,Produtos diversos das indústrias químicas,Rio Grande do Sul,MARITIMA,"6.956,00"
2020,8,Índia,Cobre e suas obras,Santa Catarina,MARITIMA,"6.954,00"
2020,4,Tunísia,Produtos cerâmicos,Santa Catarina,MARITIMA,"6.947,00"
2020,12,Coreia do Sul,Zinco e suas obras,Paraná,MARITIMA,"6.943,00"
2020,4,Rússia,Vidro e suas obras,Santa Catarina,MARITIMA,"6.943,00"
2020,5,Coreia do Sul,Obras diversas,Santa Catarina,MARITIMA,"6.941,00"
2020,3,Tailândia,Artigos de relojoaria,Santa Catarina,AEREA,"6.940,00"
2020,2,Taiwan (Formosa),Produtos diversos das indústrias químicas,Paraná,MARITIMA,"6.940,00"
2020,6,Taiwan (Formosa),Borracha e suas obras,Rio Grande do Sul,AEREA,"6.938,00"
2020,5,Portugal,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,AEREA,"6.935,00"
2020,12,Espanha,Borracha e suas obras,Santa Catarina,AEREA,"6.935,00"
2020,10,Portugal,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"6.930,00"
2020,9,Espanha,Cobre e suas obras,Santa Catarina,MARITIMA,"6.929,00"
2020,3,Índia,Borracha e suas obras,Santa Catarina,AEREA,"6.929,00"
2020,5,Marrocos,Obras diversas de metais comuns,Paraná,MARITIMA,"6.924,00"
2020,7,Malásia,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Paraná,MARITIMA,"6.916,00"
2020,2,Estados Unidos,Obras diversas,Santa Catarina,AEREA,"6.913,00"
2020,11,Taiwan (Formosa),Alumínio e suas obras,Santa Catarina,AEREA,"6.910,00"
2020,8,Japão,Instrumentos musicais; suas partes e acessórios,Paraná,AEREA,"6.908,00"
2020,12,Hong Kong,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,AEREA,"6.907,00"
2020,1,Áustria,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"6.905,00"
2020,5,França,Preparações alimentícias diversas,Paraná,MARITIMA,"6.905,00"
2020,3,Suíça,Alumínio e suas obras,Santa Catarina,MARITIMA,"6.904,00"
2020,10,Índia,Produtos cerâmicos,Santa Catarina,AEREA,"6.900,00"
2020,1,Canadá,Borracha e suas obras,Paraná,AEREA,"6.898,00"
2020,10,China,Filamentos sintéticos ou artificiais,Paraná,RODOVIARIA,"6.894,00"
2020,9,Bélgica,Plásticos e suas obras,Paraná,RODOVIARIA,"6.889,00"
2020,9,Japão,Borracha e suas obras,Paraná,AEREA,"6.889,00"
2020,5,França,Obras diversas de metais comuns,Paraná,AEREA,"6.888,00"
2020,6,México,Filamentos sintéticos ou artificiais,Santa Catarina,AEREA,"6.887,00"
2020,6,Estados Unidos,Preparações alimentícias diversas,Paraná,MARITIMA,"6.883,00"
2020,9,Hong Kong,Borracha e suas obras,Rio Grande do Sul,AEREA,"6.882,00"
2020,9,Suíça,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,MARITIMA,"6.879,00"
2020,2,Estados Unidos,Instrumentos musicais; suas partes e acessórios,Paraná,AEREA,"6.873,00"
